1 1|A a:37 b:0 c:80 d:0 e:16 f:-8 g:43 h:65 i:22
1 1|A a:44 b:3 c:77 d:0 e:42 f:-12 g:33 h:35 i:2
1 1|A a:46 b:3 c:76 d:0 e:46 f:0 g:29 h:29 i:0
1 1|A a:37 b:0 c:79 d:0 e:2 f:-4 g:43 h:77 i:34
1 1|A a:56 b:3 c:81 d:0 e:56 f:1 g:24 h:24 i:0
1 1|A a:37 b:0 c:76 d:0 e:26 f:2 g:40 h:50 i:10
1 1|A a:37 b:0 c:76 d:0 e:36 f:-15 g:39 h:40 i:2
1 1|A a:37 b:0 c:104 d:0 e:20 f:-26 g:67 h:83 i:16
1 1|A a:41 b:-5 c:80 d:-1 e:38 f:-23 g:39 h:41 i:2
1 1|A a:46 b:0 c:77 d:0 e:46 f:24 g:31 h:30 i:0
4 4|A a:55 b:-1 c:95 d:0 e:34 f:0 g:40 h:62 i:22
1 1|A a:41 b:0 c:77 d:8 e:38 f:-11 g:36 h:38 i:2
5 5|A a:102 b:0 c:103 d:0 e:70 f:-24 g:1 h:33 i:32
1 1|A a:45 b:0 c:79 d:-2 e:46 f:10 g:33 h:32 i:0
1 1|A a:37 b:0 c:76 d:0 e:36 f:-5 g:39 h:40 i:2
1 1|A a:55 b:0 c:96 d:0 e:54 f:-2 g:41 h:42 i:2
1 1|A a:55 b:5 c:85 d:0 e:54 f:0 g:31 h:31 i:0
1 1|A a:37 b:0 c:79 d:-5 e:10 f:0 g:42 h:69 i:26
4 4|A a:56 b:-1 c:97 d:3 e:50 f:0 g:41 h:48 i:6
1 1|A a:37 b:-3 c:77 d:-1 e:34 f:-6 g:41 h:44 i:2
4 4|A a:55 b:0 c:77 d:0 e:38 f:-11 g:22 h:39 i:16
4 4|A a:56 b:0 c:98 d:0 e:46 f:4 g:42 h:51 i:10
4 4|A a:55 b:-3 c:77 d:0 e:-4 f:0 g:21 h:82 i:60
1 1|A a:45 b:0 c:84 d:1 e:44 f:0 g:39 h:40 i:2
4 4|A a:55 b:0 c:77 d:0 e:20 f:22 g:22 h:57 i:34
1 1|A a:37 b:0 c:79 d:0 e:18 f:-26 g:43 h:61 i:18
1 1|A a:49 b:-3 c:88 d:0 e:46 f:-30 g:39 h:41 i:2
1 1|A a:37 b:0 c:81 d:0 e:16 f:9 g:44 h:65 i:22
1 1|A a:56 b:-4 c:86 d:0 e:56 f:5 g:31 h:30 i:0
5 5|A a:81 b:0 c:84 d:2 e:-14 f:0 g:4 h:100 i:96
5 5|A a:81 b:0 c:84 d:0 e:-14 f:12 g:3 h:100 i:96
1 1|A a:45 b:0 c:81 d:0 e:46 f:48 g:36 h:35 i:0
1 1|A a:51 b:-5 c:84 d:0 e:52 f:0 g:33 h:32 i:0
4 4|A a:56 b:0 c:96 d:0 e:42 f:4 g:40 h:55 i:14
1 1|A a:52 b:2 c:82 d:1 e:52 f:0 g:30 h:30 i:0
1 1|A a:52 b:-1 c:86 d:-5 e:52 f:0 g:34 h:35 i:0
1 1|A a:55 b:5 c:83 d:0 e:54 f:0 g:28 h:29 i:0
1 1|A a:42 b:0 c:81 d:0 e:42 f:27 g:39 h:40 i:0
1 1|A a:41 b:0 c:89 d:3 e:42 f:21 g:48 h:48 i:0
1 1|A a:44 b:2 c:86 d:1 e:42 f:-19 g:43 h:45 i:2
1 1|A a:41 b:0 c:87 d:2 e:38 f:-9 g:46 h:48 i:2
1 1|A a:37 b:0 c:76 d:7 e:26 f:-18 g:39 h:50 i:10
1 1|A a:49 b:3 c:87 d:0 e:46 f:-6 g:38 h:41 i:2
4 4|A a:55 b:0 c:83 d:1 e:-30 f:3 g:27 h:114 i:86
1 1|A a:37 b:0 c:95 d:-2 e:26 f:0 g:58 h:70 i:12
5 5|A a:108 b:4 c:109 d:3 e:72 f:7 g:1 h:36 i:36
1 1|A a:43 b:-1 c:76 d:0 e:42 f:-8 g:32 h:34 i:2
1 1|A a:37 b:0 c:76 d:0 e:36 f:2 g:40 h:40 i:0
1 1|A a:38 b:0 c:83 d:8 e:38 f:0 g:45 h:44 i:0
4 4|A a:55 b:-1 c:97 d:-3 e:46 f:0 g:42 h:51 i:8
1 1|A a:37 b:0 c:91 d:0 e:18 f:31 g:53 h:73 i:20
1 1|A a:42 b:2 c:93 d:0 e:42 f:0 g:51 h:52 i:2
1 1|A a:42 b:1 c:86 d:4 e:42 f:0 g:44 h:45 i:2
1 1|A a:42 b:4 c:84 d:0 e:42 f:0 g:42 h:43 i:0
1 1|A a:41 b:3 c:83 d:0 e:38 f:0 g:42 h:44 i:2
4 4|A a:55 b:0 c:77 d:0 e:18 f:1 g:22 h:59 i:38
1 1|A a:56 b:0 c:85 d:0 e:56 f:6 g:29 h:28 i:0
1 1|A a:43 b:0 c:84 d:0 e:44 f:15 g:41 h:41 i:0
1 1|A a:37 b:0 c:83 d:0 e:2 f:7 g:46 h:80 i:34
4 4|A a:56 b:0 c:78 d:0 e:24 f:-16 g:22 h:55 i:32
1 1|A a:45 b:-4 c:109 d:0 e:44 f:0 g:65 h:66 i:0
1 1|A a:37 b:0 c:104 d:0 e:28 f:28 g:67 h:76 i:8
1 1|A a:41 b:0 c:80 d:0 e:42 f:24 g:39 h:39 i:0
1 1|A a:37 b:0 c:79 d:0 e:34 f:6 g:43 h:46 i:2
1 1|A a:41 b:0 c:86 d:0 e:42 f:31 g:46 h:45 i:0
4 4|A a:56 b:3 c:97 d:0 e:44 f:7 g:41 h:53 i:12
1 1|A a:37 b:0 c:78 d:-7 e:-6 f:0 g:41 h:86 i:44
1 1|A a:51 b:0 c:85 d:2 e:50 f:0 g:34 h:36 i:2
1 1|A a:55 b:0 c:77 d:0 e:54 f:0 g:22 h:23 i:2
1 1|A a:43 b:0 c:81 d:-1 e:44 f:22 g:37 h:37 i:0
1 1|A a:49 b:-1 c:86 d:0 e:50 f:15 g:38 h:37 i:0
1 1|A a:38 b:1 c:77 d:0 e:38 f:15 g:39 h:38 i:0
1 1|A a:45 b:0 c:83 d:0 e:44 f:-11 g:38 h:39 i:2
1 1|A a:45 b:2 c:93 d:-3 e:44 f:0 g:48 h:49 i:0
1 1|A a:38 b:1 c:77 d:0 e:36 f:-26 g:39 h:41 i:2
1 1|A a:37 b:0 c:92 d:0 e:16 f:6 g:54 h:76 i:22
1 1|A a:44 b:0 c:99 d:-2 e:42 f:-16 g:56 h:58 i:2
1 1|A a:45 b:-3 c:90 d:0 e:44 f:0 g:45 h:46 i:0
1 1|A a:42 b:-4 c:108 d:0 e:42 f:0 g:66 h:66 i:0
1 1|A a:52 b:0 c:78 d:-3 e:52 f:-4 g:26 h:26 i:0
1 1|A a:37 b:0 c:75 d:-1 e:20 f:-2 g:38 h:54 i:16
4 4|A a:56 b:0 c:78 d:0 e:8 f:0 g:22 h:70 i:48
1 1|A a:38 b:0 c:81 d:0 e:38 f:0 g:43 h:43 i:0
1 1|A a:56 b:0 c:86 d:4 e:54 f:-24 g:31 h:32 i:2
1 1|A a:48 b:0 c:77 d:0 e:46 f:0 g:28 h:30 i:2
1 1|A a:37 b:0 c:94 d:0 e:12 f:-2 g:57 h:81 i:24
1 1|A a:45 b:1 c:77 d:8 e:44 f:0 g:32 h:34 i:2
1 1|A a:44 b:0 c:81 d:-2 e:44 f:9 g:37 h:37 i:0
1 1|A a:48 b:0 c:85 d:-6 e:46 f:0 g:37 h:39 i:2
4 4|A a:56 b:0 c:77 d:0 e:-10 f:6 g:21 h:87 i:66
1 1|A a:40 b:0 c:88 d:-3 e:38 f:0 g:48 h:50 i:2
1 1|A a:37 b:0 c:76 d:0 e:20 f:-2 g:40 h:55 i:16
1 1|A a:37 b:0 c:96 d:0 e:30 f:-15 g:59 h:65 i:6
1 1|A a:37 b:0 c:95 d:-6 e:24 f:0 g:58 h:72 i:14
1 1|A a:49 b:0 c:81 d:0 e:46 f:-21 g:32 h:34 i:2
1 1|A a:45 b:0 c:83 d:0 e:44 f:-27 g:37 h:39 i:2
1 1|A a:56 b:0 c:96 d:0 e:54 f:-24 g:40 h:42 i:2
4 4|A a:56 b:0 c:77 d:0 e:-10 f:15 g:21 h:87 i:66
1 1|A a:56 b:-1 c:81 d:0 e:56 f:9 g:25 h:24 i:0
1 1|A a:44 b:0 c:76 d:-2 e:44 f:12 g:32 h:32 i:0
4 4|A a:54 b:8 c:77 d:0 e:-22 f:0 g:24 h:101 i:78
1 1|A a:47 b:0 c:109 d:3 e:46 f:0 g:62 h:62 i:0
1 1|A a:38 b:2 c:96 d:0 e:36 f:-18 g:58 h:60 i:2
1 1|A a:47 b:0 c:84 d:-6 e:46 f:0 g:38 h:38 i:0
1 1|A a:37 b:0 c:77 d:0 e:-6 f:-27 g:41 h:85 i:44
4 4|A a:56 b:0 c:78 d:0 e:26 f:3 g:22 h:52 i:30
1 1|A a:43 b:-1 c:97 d:0 e:42 f:-8 g:53 h:55 i:2
1 1|A a:47 b:-3 c:87 d:0 e:46 f:0 g:40 h:41 i:0
4 4|A a:55 b:0 c:82 d:0 e:-32 f:16 g:26 h:115 i:90
1 1|A a:43 b:0 c:84 d:0 e:44 f:26 g:41 h:41 i:0
1 1|A a:55 b:-2 c:108 d:0 e:54 f:-4 g:52 h:53 i:2
1 1|A a:37 b:0 c:108 d:8 e:36 f:0 g:71 h:71 i:0
4 4|A a:56 b:0 c:96 d:6 e:34 f:0 g:40 h:62 i:22
1 1|A a:45 b:0 c:79 d:0 e:46 f:21 g:34 h:33 i:0
1 1|A a:46 b:-2 c:84 d:0 e:46 f:0 g:38 h:38 i:0
1 1|A a:37 b:2 c:104 d:0 e:24 f:2 g:66 h:80 i:14
1 1|A a:44 b:1 c:83 d:0 e:44 f:0 g:38 h:39 i:0
1 1|A a:41 b:-4 c:77 d:0 e:42 f:3 g:36 h:35 i:0
4 4|A a:56 b:3 c:96 d:3 e:52 f:0 g:40 h:44 i:4
1 1|A a:37 b:0 c:81 d:0 e:28 f:13 g:44 h:52 i:8
1 1|A a:38 b:0 c:106 d:0 e:38 f:9 g:68 h:67 i:0
1 1|A a:51 b:3 c:86 d:0 e:52 f:7 g:35 h:35 i:0
1 1|A a:37 b:0 c:106 d:0 e:18 f:3 g:69 h:88 i:18
1 1|A a:37 b:0 c:77 d:0 e:36 f:-9 g:40 h:41 i:2
1 1|A a:37 b:0 c:83 d:4 e:36 f:-7 g:45 h:46 i:2
1 1|A a:37 b:0 c:106 d:0 e:30 f:28 g:68 h:75 i:6
1 1|A a:41 b:0 c:97 d:-1 e:42 f:19 g:56 h:55 i:0
1 1|A a:58 b:2 c:86 d:0 e:56 f:0 g:29 h:30 i:0
1 1|A a:46 b:0 c:81 d:1 e:44 f:-28 g:35 h:37 i:2
1 1|A a:44 b:0 c:83 d:0 e:44 f:17 g:39 h:39 i:0
1 1|A a:37 b:-3 c:81 d:0 e:36 f:-2 g:44 h:44 i:0
1 1|A a:63 b:-3 c:111 d:0 e:62 f:0 g:49 h:49 i:0
1 1|A a:41 b:2 c:88 d:0 e:42 f:1 g:47 h:47 i:0
1 1|A a:37 b:0 c:76 d:0 e:24 f:9 g:40 h:53 i:14
1 1|A a:50 b:0 c:77 d:-3 e:50 f:0 g:27 h:28 i:0
1 1|A a:37 b:0 c:80 d:0 e:34 f:17 g:43 h:46 i:2
1 1|A a:37 b:0 c:77 d:3 e:36 f:0 g:39 h:41 i:2
1 1|A a:37 b:0 c:76 d:2 e:24 f:16 g:39 h:53 i:14
1 1|A a:37 b:0 c:100 d:0 e:34 f:-27 g:64 h:67 i:4
1 1|A a:37 b:1 c:106 d:0 e:34 f:0 g:69 h:72 i:4
1 1|A a:37 b:0 c:97 d:0 e:28 f:-16 g:60 h:69 i:8
1 1|A a:39 b:-3 c:79 d:1 e:38 f:0 g:40 h:40 i:0
1 1|A a:41 b:0 c:84 d:7 e:38 f:-5 g:43 h:45 i:2
1 1|A a:43 b:0 c:84 d:4 e:42 f:0 g:42 h:43 i:2
4 4|A a:56 b:0 c:81 d:0 e:-2 f:-15 g:25 h:83 i:58
1 1|A a:43 b:-3 c:79 d:0 e:42 f:-16 g:35 h:37 i:2
1 1|A a:41 b:0 c:106 d:0 e:42 f:29 g:65 h:64 i:0
1 1|A a:44 b:0 c:82 d:0 e:42 f:-28 g:38 h:41 i:2
1 1|A a:45 b:-5 c:86 d:0 e:44 f:0 g:42 h:42 i:0
1 1|A a:50 b:-2 c:81 d:0 e:50 f:0 g:30 h:32 i:2
1 1|A a:42 b:3 c:78 d:-1 e:42 f:0 g:36 h:37 i:2
1 1|A a:41 b:0 c:79 d:0 e:38 f:-28 g:38 h:41 i:2
1 1|A a:37 b:0 c:76 d:0 e:26 f:-26 g:39 h:50 i:10
1 1|A a:37 b:0 c:76 d:3 e:28 f:5 g:39 h:48 i:8
1 1|A a:44 b:0 c:80 d:0 e:44 f:4 g:36 h:36 i:0
1 1|A a:45 b:0 c:79 d:0 e:44 f:-18 g:33 h:35 i:2
1 1|A a:53 b:0 c:85 d:0 e:52 f:-30 g:32 h:33 i:2
4 4|A a:55 b:0 c:77 d:-7 e:-30 f:-12 g:21 h:108 i:86
1 1|A a:48 b:0 c:83 d:0 e:46 f:-3 g:34 h:36 i:2
1 1|A a:37 b:2 c:82 d:3 e:-4 f:0 g:45 h:87 i:42
1 1|A a:49 b:1 c:79 d:0 e:46 f:-4 g:30 h:32 i:2
4 4|A a:56 b:0 c:95 d:0 e:42 f:-22 g:40 h:54 i:14
5 5|A a:81 b:0 c:85 d:7 e:-12 f:1 g:4 h:98 i:94
4 4|A a:56 b:0 c:76 d:0 e:-2 f:13 g:20 h:79 i:58
1 1|A a:49 b:1 c:77 d:0 e:50 f:6 g:28 h:28 i:0
1 1|A a:49 b:1 c:95 d:-5 e:50 f:0 g:46 h:46 i:0
1 1|A a:41 b:-3 c:78 d:-2 e:42 f:-4 g:37 h:37 i:0
1 1|A a:46 b:5 c:87 d:0 e:46 f:10 g:41 h:41 i:0
1 1|A a:41 b:0 c:81 d:0 e:38 f:-27 g:40 h:42 i:2
1 1|A a:67 b:0 c:109 d:0 e:68 f:0 g:43 h:42 i:0
1 1|A a:37 b:0 c:77 d:0 e:24 f:23 g:40 h:54 i:14
1 1|A a:42 b:0 c:83 d:7 e:42 f:0 g:42 h:42 i:0
1 1|A a:51 b:0 c:85 d:0 e:50 f:-3 g:34 h:36 i:2
5 5|A a:123 b:275 c:105 d:0 e:36 f:-2 g:-18 h:69 i:86
5 5|A a:85 b:5 c:88 d:8 e:-2 f:0 g:3 h:91 i:88
1 1|A a:42 b:0 c:76 d:-4 e:42 f:0 g:35 h:35 i:0
1 1|A a:37 b:4 c:78 d:-1 e:16 f:0 g:41 h:63 i:22
4 4|A a:56 b:0 c:92 d:0 e:-2 f:-6 g:36 h:95 i:58
1 1|A a:53 b:0 c:102 d:0 e:54 f:4 g:49 h:48 i:0
1 1|A a:37 b:0 c:79 d:-3 e:10 f:0 g:42 h:69 i:26
4 4|A a:56 b:0 c:95 d:0 e:44 f:16 g:40 h:51 i:12
1 1|A a:46 b:0 c:81 d:0 e:44 f:-30 g:35 h:37 i:2
1 1|A a:54 b:0 c:87 d:-6 e:54 f:0 g:33 h:33 i:0
1 1|A a:37 b:0 c:100 d:0 e:36 f:2 g:64 h:64 i:0
4 4|A a:55 b:5 c:95 d:-3 e:50 f:0 g:40 h:46 i:6
1 1|A a:37 b:0 c:77 d:0 e:18 f:-5 g:41 h:59 i:18
1 1|A a:56 b:0 c:96 d:-2 e:54 f:28 g:40 h:42 i:2
4 4|A a:55 b:0 c:93 d:0 e:38 f:-8 g:37 h:54 i:16
1 1|A a:37 b:0 c:79 d:0 e:10 f:-4 g:42 h:69 i:26
1 1|A a:46 b:0 c:80 d:0 e:44 f:-20 g:34 h:36 i:2
1 1|A a:37 b:0 c:79 d:0 e:28 f:18 g:42 h:51 i:8
1 1|A a:41 b:0 c:86 d:-7 e:42 f:3 g:45 h:44 i:0
4 4|A a:56 b:0 c:77 d:0 e:18 f:16 g:22 h:59 i:38
1 1|A a:56 b:0 c:79 d:0 e:56 f:18 g:23 h:22 i:0
5 5|A a:83 b:0 c:87 d:6 e:-6 f:-30 g:4 h:95 i:90
1 1|A a:37 b:5 c:80 d:0 e:34 f:6 g:43 h:46 i:4
1 1|A a:37 b:0 c:97 d:0 e:26 f:4 g:60 h:71 i:12
4 4|A a:56 b:0 c:98 d:6 e:46 f:0 g:42 h:51 i:10
1 1|A a:37 b:0 c:79 d:0 e:8 f:5 g:43 h:72 i:28
1 1|A a:38 b:1 c:90 d:0 e:8 f:8 g:52 h:82 i:30
1 1|A a:40 b:-3 c:79 d:0 e:38 f:0 g:38 h:40 i:2
1 1|A a:44 b:0 c:87 d:0 e:44 f:7 g:43 h:43 i:0
1 1|A a:56 b:3 c:92 d:0 e:56 f:15 g:36 h:35 i:0
1 1|A a:42 b:1 c:85 d:0 e:42 f:0 g:44 h:44 i:0
1 1|A a:38 b:1 c:83 d:0 e:38 f:21 g:45 h:44 i:0
1 1|A a:49 b:4 c:80 d:0 e:50 f:5 g:31 h:31 i:0
1 1|A a:52 b:0 c:82 d:-1 e:52 f:0 g:29 h:30 i:0
1 1|A a:46 b:0 c:89 d:-1 e:46 f:4 g:43 h:42 i:0
1 1|A a:45 b:-2 c:79 d:0 e:44 f:-7 g:34 h:35 i:2
1 1|A a:45 b:1 c:81 d:0 e:46 f:25 g:35 h:34 i:0
4 4|A a:55 b:0 c:77 d:0 e:-14 f:-2 g:21 h:92 i:70
1 1|A a:45 b:0 c:80 d:-4 e:46 f:25 g:35 h:34 i:0
1 1|A a:37 b:0 c:80 d:0 e:34 f:-1 g:43 h:46 i:4
1 1|A a:37 b:0 c:79 d:4 e:12 f:0 g:43 h:66 i:24
1 1|A a:37 b:0 c:76 d:-3 e:36 f:-4 g:39 h:40 i:0
1 1|A a:56 b:0 c:87 d:0 e:56 f:17 g:31 h:30 i:0
1 1|A a:41 b:0 c:77 d:0 e:42 f:9 g:36 h:36 i:0
4 4|A a:55 b:0 c:93 d:0 e:52 f:-9 g:38 h:42 i:4
4 4|A a:56 b:4 c:75 d:9 e:-2 f:22 g:19 h:77 i:58
1 1|A a:51 b:5 c:80 d:0 e:52 f:18 g:29 h:28 i:0
1 1|A a:49 b:1 c:82 d:0 e:50 f:28 g:33 h:33 i:0
1 1|A a:43 b:0 c:83 d:0 e:44 f:11 g:39 h:39 i:0
1 1|A a:41 b:0 c:75 d:0 e:42 f:22 g:34 h:34 i:0
1 1|A a:49 b:0 c:95 d:-1 e:50 f:0 g:46 h:46 i:0
1 1|A a:37 b:0 c:80 d:0 e:8 f:-14 g:43 h:72 i:30
1 1|A a:45 b:0 c:86 d:0 e:44 f:-16 g:40 h:42 i:2
5 5|A a:85 b:-1 c:88 d:-3 e:6 f:-9 g:3 h:83 i:80
4 4|A a:55 b:-2 c:98 d:0 e:46 f:8 g:42 h:51 i:8
1 1|A a:37 b:0 c:79 d:0 e:30 f:-6 g:43 h:48 i:6
1 1|A a:37 b:0 c:79 d:2 e:28 f:0 g:42 h:50 i:8
4 4|A a:55 b:0 c:77 d:3 e:30 f:0 g:22 h:46 i:24
1 1|A a:45 b:4 c:83 d:0 e:44 f:-1 g:38 h:39 i:2
1 1|A a:41 b:5 c:75 d:0 e:42 f:16 g:34 h:34 i:0
1 1|A a:39 b:0 c:76 d:0 e:38 f:-1 g:37 h:37 i:0
5 5|A a:107 b:4 c:108 d:0 e:70 f:0 g:1 h:38 i:38
1 1|A a:51 b:0 c:82 d:0 e:52 f:17 g:31 h:30 i:0
5 5|A a:102 b:0 c:102 d:-6 e:70 f:-5 g:1 h:33 i:32
1 1|A a:42 b:4 c:79 d:0 e:42 f:0 g:36 h:37 i:2
4 4|A a:56 b:0 c:77 d:0 e:-6 f:28 g:21 h:85 i:64
1 1|A a:53 b:0 c:87 d:-1 e:52 f:-2 g:34 h:35 i:2
1 1|A a:46 b:1 c:80 d:0 e:44 f:-20 g:34 h:36 i:2
1 1|A a:42 b:1 c:76 d:-3 e:42 f:0 g:34 h:35 i:0
1 1|A a:42 b:0 c:80 d:3 e:42 f:0 g:38 h:39 i:0
1 1|A a:38 b:1 c:76 d:0 e:38 f:7 g:38 h:37 i:0
1 1|A a:42 b:3 c:75 d:0 e:42 f:1 g:33 h:34 i:0
1 1|A a:39 b:3 c:93 d:0 e:34 f:-6 g:54 h:60 i:6
1 1|A a:45 b:-1 c:77 d:-3 e:44 f:-5 g:32 h:34 i:2
1 1|A a:40 b:0 c:76 d:0 e:38 f:0 g:35 h:37 i:2
1 1|A a:56 b:0 c:97 d:-1 e:54 f:0 g:40 h:42 i:2
1 1|A a:38 b:1 c:75 d:0 e:38 f:18 g:37 h:36 i:0
1 1|A a:37 b:3 c:77 d:-4 e:36 f:0 g:40 h:41 i:0
4 4|A a:56 b:0 c:80 d:0 e:20 f:-9 g:24 h:59 i:36
1 1|A a:47 b:-1 c:88 d:-3 e:46 f:-5 g:41 h:41 i:0
1 1|A a:44 b:3 c:85 d:0 e:42 f:-17 g:41 h:44 i:2
1 1|A a:37 b:0 c:91 d:-5 e:16 f:0 g:53 h:75 i:22
4 4|A a:55 b:0 c:93 d:5 e:8 f:0 g:37 h:85 i:48
1 1|A a:50 b:0 c:83 d:-3 e:50 f:0 g:32 h:33 i:2
1 1|A a:41 b:0 c:87 d:3 e:38 f:0 g:46 h:48 i:2
1 1|A a:49 b:1 c:102 d:0 e:50 f:10 g:53 h:53 i:0
5 5|A a:80 b:2 c:84 d:4 e:-28 f:0 g:4 h:112 i:108
1 1|A a:37 b:0 c:76 d:0 e:26 f:7 g:39 h:50 i:10
1 1|A a:37 b:1 c:77 d:7 e:20 f:0 g:40 h:56 i:16
1 1|A a:41 b:0 c:79 d:0 e:42 f:4 g:39 h:38 i:0
1 1|A a:42 b:0 c:87 d:-3 e:42 f:-5 g:45 h:46 i:0
1 1|A a:46 b:0 c:76 d:0 e:46 f:0 g:30 h:29 i:0
1 1|A a:37 b:0 c:106 d:0 e:34 f:17 g:69 h:73 i:4
5 5|A a:105 b:0 c:106 d:-5 e:70 f:0 g:1 h:36 i:36
4 4|A a:55 b:0 c:79 d:-7 e:20 f:0 g:23 h:58 i:34
1 1|A a:63 b:1 c:112 d:0 e:62 f:0 g:49 h:50 i:2
1 1|A a:51 b:0 c:86 d:0 e:52 f:3 g:35 h:34 i:0
1 1|A a:47 b:0 c:83 d:2 e:46 f:0 g:35 h:36 i:0
5 5|A a:81 b:-4 c:85 d:-8 e:-40 f:0 g:4 h:126 i:122
1 1|A a:43 b:0 c:81 d:0 e:44 f:26 g:38 h:37 i:0
1 1|A a:37 b:0 c:75 d:0 e:36 f:23 g:38 h:39 i:0
1 1|A a:41 b:-5 c:78 d:0 e:42 f:0 g:37 h:37 i:0
4 4|A a:55 b:2 c:78 d:0 e:42 f:0 g:23 h:37 i:14
1 1|A a:37 b:4 c:77 d:0 e:0 f:11 g:40 h:77 i:38
1 1|A a:47 b:2 c:86 d:0 e:46 f:0 g:40 h:40 i:0
1 1|A a:43 b:3 c:79 d:1 e:42 f:0 g:35 h:37 i:2
1 1|A a:37 b:0 c:90 d:-6 e:36 f:0 g:52 h:53 i:2
1 1|A a:55 b:-3 c:87 d:0 e:54 f:-8 g:32 h:33 i:2
1 1|A a:44 b:0 c:81 d:6 e:44 f:0 g:37 h:37 i:0
1 1|A a:56 b:0 c:96 d:0 e:54 f:-17 g:40 h:42 i:2
1 1|A a:37 b:0 c:81 d:0 e:20 f:-21 g:44 h:60 i:16
1 1|A a:38 b:-3 c:109 d:-2 e:38 f:0 g:72 h:71 i:0
5 5|A a:85 b:0 c:88 d:-5 e:2 f:0 g:3 h:86 i:82
1 1|A a:43 b:0 c:77 d:0 e:42 f:-16 g:34 h:35 i:2
4 4|A a:56 b:0 c:79 d:3 e:0 f:3 g:23 h:79 i:56
1 1|A a:56 b:0 c:83 d:0 e:54 f:-27 g:27 h:29 i:2
1 1|A a:43 b:0 c:102 d:0 e:44 f:18 g:59 h:58 i:0
1 1|A a:43 b:0 c:79 d:3 e:42 f:-2 g:35 h:37 i:2
1 1|A a:46 b:0 c:85 d:-7 e:44 f:-30 g:39 h:41 i:2
1 1|A a:37 b:0 c:77 d:2 e:34 f:0 g:40 h:43 i:2
4 4|A a:56 b:0 c:78 d:4 e:10 f:7 g:22 h:68 i:46
1 1|A a:56 b:0 c:96 d:0 e:54 f:-6 g:40 h:42 i:2
4 4|A a:55 b:0 c:77 d:0 e:16 f:23 g:22 h:62 i:40
1 1|A a:51 b:0 c:86 d:-6 e:52 f:0 g:35 h:35 i:0
4 4|A a:56 b:-5 c:98 d:0 e:44 f:-1 g:42 h:54 i:12
1 1|A a:58 b:-3 c:108 d:0 e:56 f:0 g:50 h:51 i:0
1 1|A a:39 b:1 c:80 d:-5 e:38 f:0 g:41 h:41 i:0
1 1|A a:37 b:0 c:104 d:0 e:26 f:-8 g:67 h:78 i:12
1 1|A a:37 b:0 c:96 d:0 e:38 f:19 g:59 h:57 i:0
1 1|A a:47 b:4 c:93 d:0 e:46 f:0 g:47 h:47 i:0
4 4|A a:55 b:0 c:82 d:0 e:-10 f:17 g:26 h:92 i:66
1 1|A a:43 b:0 c:85 d:7 e:42 f:0 g:42 h:44 i:2
1 1|A a:45 b:0 c:86 d:0 e:44 f:-12 g:40 h:42 i:2
1 1|A a:44 b:1 c:77 d:-1 e:42 f:-27 g:33 h:35 i:2
1 1|A a:37 b:0 c:77 d:4 e:-10 f:0 g:41 h:88 i:46
4 4|A a:55 b:-3 c:77 d:0 e:34 f:-11 g:22 h:44 i:22
1 1|A a:38 b:0 c:76 d:0 e:38 f:8 g:38 h:37 i:0
1 1|A a:37 b:1 c:98 d:0 e:30 f:-18 g:61 h:67 i:6
1 1|A a:37 b:0 c:77 d:-1 e:24 f:-13 g:40 h:54 i:14
1 1|A a:37 b:0 c:77 d:0 e:38 f:19 g:39 h:38 i:0
1 1|A a:37 b:-1 c:82 d:0 e:36 f:-13 g:45 h:46 i:2
1 1|A a:44 b:0 c:78 d:0 e:42 f:-12 g:34 h:37 i:2
1 1|A a:43 b:0 c:79 d:0 e:42 f:-3 g:35 h:37 i:2
1 1|A a:37 b:0 c:76 d:0 e:34 f:-25 g:40 h:43 i:2
1 1|A a:46 b:0 c:82 d:2 e:46 f:7 g:36 h:35 i:0
1 1|A a:38 b:0 c:77 d:0 e:38 f:1 g:40 h:39 i:0
1 1|A a:37 b:0 c:84 d:5 e:30 f:0 g:47 h:53 i:6
1 1|A a:46 b:0 c:83 d:0 e:46 f:14 g:37 h:37 i:0
1 1|A a:37 b:0 c:104 d:-7 e:16 f:-27 g:67 h:89 i:22
1 1|A a:51 b:0 c:109 d:0 e:50 f:-3 g:59 h:60 i:2
5 5|A a:76 b:3 c:80 d:0 e:-42 f:0 g:4 h:124 i:120
4 4|A a:56 b:0 c:96 d:-2 e:50 f:-3 g:40 h:47 i:6
1 1|A a:43 b:1 c:86 d:0 e:42 f:0 g:42 h:44 i:2
4 4|A a:55 b:0 c:93 d:0 e:10 f:-9 g:37 h:82 i:46
1 1|A a:43 b:0 c:82 d:0 e:42 f:12 g:39 h:41 i:2
1 1|A a:43 b:0 c:85 d:0 e:44 f:19 g:42 h:41 i:0
1 1|A a:37 b:0 c:80 d:0 e:12 f:17 g:43 h:67 i:24
1 1|A a:38 b:-1 c:86 d:0 e:38 f:0 g:48 h:47 i:0
4 4|A a:56 b:0 c:77 d:0 e:20 f:-13 g:22 h:57 i:36
4 4|A a:55 b:0 c:96 d:0 e:46 f:30 g:41 h:50 i:8
4 4|A a:55 b:0 c:77 d:0 e:36 f:-3 g:22 h:41 i:20
1 1|A a:38 b:0 c:92 d:0 e:12 f:5 g:54 h:79 i:24
